action,actor,user,org,repo,created_at,data.hook_id,data.events,data.events_were,data.target_login,data.old_user,data.team
repository_image.destroy,,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584416421714,,,,,,
repo.pages_source,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1583329142001,,,,,,
repo.pages_destroy,,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1583328141116,,,,,,
repo.add_member,EscolaDeSaudePublica,chicaothiago,EscolaDeSaudePublica,EscolaDeSaudePublica/escoladesaudepublica.github.io,1583329268527,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1583439109661,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1584957310360,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585145167229,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585076473910,,,,,,
team.add_repository,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/cearacoronaapi,1585665739546,,,,,,EscolaDeSaudePublica/nutic
repo.transfer,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/cearacoronaapi,1585665740154,,,,,victorMagalhaesPacheco,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1584536195840,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583246462571,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583500418945,,,,,,
repo.pages_create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1583329122474,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583927606177,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/android-coronavirus,1584909970325,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1584984571567,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585145166295,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585061464291,,,,,,
project.close,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585650110575,,,,,,
integration_installation.repositories_added,chicaothiago,,EscolaDeSaudePublica,,1583342580656,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583151698026,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1583119185462,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585060102047,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585060089761,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585133805997,,,,,,
repo.add_member,EscolaDeSaudePublica,ItaloRod,EscolaDeSaudePublica,EscolaDeSaudePublica/cearacoronaapi,1585665739875,,,,,,
repo.add_member,EscolaDeSaudePublica,chicaothiago,EscolaDeSaudePublica,EscolaDeSaudePublica/GitFlow-Opensource,1583329225583,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/escoladesaudepublica.github.io,1583329268737,,,,,,
repo.pages_create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/escoladesaudepublica.github.io,1583329270165,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583174652295,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583490915356,,,,,,
repo.rename,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/QualiQuiz,1583528740634,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584416421657,,,,,,
project.create,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1584107979035,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585061291252,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585076061246,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585069352422,,,,,,
repo.rename,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585685547329,,,,,,
repository_image.destroy,,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585690126934,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583155047305,,,,,,
repository_vulnerability_alert.dismiss,victorMagalhaesPacheco,victorMagalhaesPacheco,EscolaDeSaudePublica,EscolaDeSaudePublica/sagu,1583168054340,,,,,,
repo.pages_source,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/GitFlow-Opensource,1583342580397,,,,,,
repo.pages_https_redirect_enabled,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/GitFlow-Opensource,1583342580468,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583493535953,,,,,,
team.add_member,victorMagalhaesPacheco,helenhilario,EscolaDeSaudePublica,,1583588492752,,,,,,EscolaDeSaudePublica/nutic
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583928603503,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1584386904452,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584417014734,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585076784224,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1583167136401,,,,,,
org.add_member,rmadev-master,cliviageritza,EscolaDeSaudePublica,,1583843540172,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585141351490,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583246156534,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583490847467,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583496711545,,,,,,
team.add_repository,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/escoladesaudepublica.github.io,1584474875021,,,,,,EscolaDeSaudePublica/nutic
repo.create,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirus-alert-panel,1584385183191,,,,,,
integration_installation.repositories_added,ItaloRod,,EscolaDeSaudePublica,,1584385263281,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/corona,1584372565875,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585076788338,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585665421152,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583263774771,,,,,,
repo.pages_create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/GitFlow-Opensource,1583342580378,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/eventos,1583169757937,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583491017883,,,,,,
team.add_member,uira,helenhilario,EscolaDeSaudePublica,,1583588492419,,,,,,EscolaDeSaudePublica/superintendencia
repository_image.destroy,,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584417014781,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585061460074,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585060115689,,,,,,
issue_comment.update,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584539919717,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583246502931,,,,,,
repo.pages_https_redirect_enabled,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1583329142126,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583496689277,,,,,,
project.update_org_permission,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1584027354872,,,,,,
org.add_member,uira,helenhilario,EscolaDeSaudePublica,,1583588492140,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/anticorona,1584380409358,,,,,,
repo.add_member,EscolaDeSaudePublica,ItaloRod,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirus-alert-panel,1584385182799,,,,,,
team.add_repository,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/anticorona-corcel,1584455224699,,,,,,EscolaDeSaudePublica/nutic
repo.add_member,EscolaDeSaudePublica,camilaccolares,EscolaDeSaudePublica,EscolaDeSaudePublica/cearacoronaapi,1585665739994,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585689898480,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/GitFlow-Opensource,1583329225583,,,,,,
integration_installation.repositories_added,chicaothiago,,EscolaDeSaudePublica,,1583329270404,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583491030819,,,,,,
issue_comment.update,Junior-Shyko,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583154163304,,,,,,
repository_vulnerability_alert.dismiss,victorMagalhaesPacheco,victorMagalhaesPacheco,EscolaDeSaudePublica,EscolaDeSaudePublica/sagu,1583168046800,,,,,,
repository_vulnerability_alert.dismiss,victorMagalhaesPacheco,victorMagalhaesPacheco,EscolaDeSaudePublica,EscolaDeSaudePublica/sagu,1583168054133,,,,,,
repository_vulnerability_alert.dismiss,victorMagalhaesPacheco,victorMagalhaesPacheco,EscolaDeSaudePublica,EscolaDeSaudePublica/sagu,1583168054262,,,,,,
repo.add_member,EscolaDeSaudePublica,chicaothiago,EscolaDeSaudePublica,EscolaDeSaudePublica/android-coronavirus,1584909970059,,,,,,
project.create,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/RPES,1584534779106,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584416196901,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584417122036,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585145168357,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585060182857,,,,,,
project.close,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585650065363,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583491079596,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583251885213,,,,,,
project.close,uira,,EscolaDeSaudePublica,,1583119202345,,,,,,
project.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1584027354911,,,,,,
project.update_user_permission,victorMagalhaesPacheco,victorMagalhaesPacheco,EscolaDeSaudePublica,,1584027354961,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585076786455,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585060113797,,,,,,
integration_installation.repositories_added,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1585665739412,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585690126839,,,,,,
repo.pages_create,,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1583117628713,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585069350631,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583490909819,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1584730868069,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/anticorona,1584562177440,,,,,,
repo.destroy,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/corona,1584379089705,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585060179440,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585141334246,,,,,,
repo.add_member,EscolaDeSaudePublica,victorMagalhaesPacheco,EscolaDeSaudePublica,EscolaDeSaudePublica/cearacoronaapi,1585665740080,,,,,,
repo.remove_member,EscolaDeSaudePublica,ItaloRod,EscolaDeSaudePublica,EscolaDeSaudePublica/cearacoronaapi,1585665739682,,,,,,
repo.remove_member,EscolaDeSaudePublica,camilaccolares,EscolaDeSaudePublica,EscolaDeSaudePublica/cearacoronaapi,1585665739794,,,,,,
repo.pages_source,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/qualiz-saude,1583329326773,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583927729809,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585145164334,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585141703321,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585060112292,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/anticorona-corcel,1584385198956,,,,,,
repo.rename,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584389779455,,,,,,
project.create,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/dataLab,1584454612046,,,,,,
project.delete,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585650010375,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583264003884,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1583497415924,,,,,,
integration_installation.create,,,EscolaDeSaudePublica,,1583117628887,,,,,,
org.invite_member,rmadev-master,cliviageritza,EscolaDeSaudePublica,,1583843507351,,,,,,
project.close,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1584027568452,,,,,,
repo.pages_https_redirect_enabled,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirus-alert-panel,1584385263120,,,,,,
repository_image.destroy,,,EscolaDeSaudePublica,EscolaDeSaudePublica/barra-anti-corona,1584417122078,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585910749814,,,,,,
org.add_member,chicaothiago,Clarisse1983,EscolaDeSaudePublica,,1585836804725,,,,,,
repo.transfer,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-graphics,1585749151136,,,,,ItaloRod,
repo.pages_https_redirect_enabled,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586112513553,,,,,,
account.plan_change,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1586366268641,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1586366268840,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587588161830,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587588244836,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSUS,1587737140763,,,,,,
repo.pages_https_redirect_enabled,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-dados-autoinsert,1585950762334,,,,,,
repo.remove_member,EscolaDeSaudePublica,victorMagalhaesPacheco,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-graphics,1585749150671,,,,,,
project.update_user_permission,chicaothiago,chicaothiago,EscolaDeSaudePublica,,1585876875646,,,,,,
issue_comment.update,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585834435829,,,,,,
team.add_repository,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1586198390325,,,,,,EscolaDeSaudePublica/nutic
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1586287006176,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1586803480818,,,,,,
org.add_member,uira,Fabriciomartins,EscolaDeSaudePublica,,1587609211267,,,,,,
issue_comment.destroy,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587734854118,,,,,,
project.rename,chicaothiago,,EscolaDeSaudePublica,,1585876987421,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/anticorona,1585841774253,,,,,,
project.update_org_permission,uira,,EscolaDeSaudePublica,,1585841773209,,,,,,
issue_comment.destroy,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1586456768861,,,,,,
repo.rename,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1586381230593,,,,,,
issue_comment.update,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586787521835,,,,,,
org.invite_member,uira,,EscolaDeSaudePublica,,1587609032313,,,,,,
repo.rename,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1587738127435,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585910710683,,,,,,
repo.add_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586027345719,,,,,,
repo.pages_https_redirect_enabled,,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-mobile,1586291788028,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586122723305,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586126360839,,,,,,
org.invite_member,uira,wforte88,EscolaDeSaudePublica,,1586395510224,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586883118245,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587752553325,,,,,,
repo.rename,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-dados-autoinsert,1585950597587,,,,,,
project.access,chicaothiago,,EscolaDeSaudePublica,,1585876875920,,,,,,
project.link,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1585876877052,,,,,,
repository_image.destroy,,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585784407193,,,,,,
repo.update_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586028049914,,,,,,
account.plan_change,uira,,EscolaDeSaudePublica,,1586395536083,,,,,,
repo.rename,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirus.ceara.gov.br,1586395710160,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586876422227,,,,,,
org.cancel_invitation,uira,,EscolaDeSaudePublica,,1587609032152,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587654188336,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587750688909,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SisWeb,1588254301176,,,,,,
project.link,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1585876876981,,,,,,
repo.update_member,chicaothiago,mauricioholanda1,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586027940130,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1586063341451,,,,,,
issue_comment.update,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585809811765,,,,,,
repo.add_member,EscolaDeSaudePublica,camilaccolares,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-graphics,1585749150984,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586122197801,,,,,,
repo.pages_source,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586112513460,,,,,,
issue_comment.update,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586358290467,,,,,,
org.update_default_repository_permission,chicaothiago,,EscolaDeSaudePublica,,1586198358609,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585841774189,,,,,,
project.create,chicaothiago,,EscolaDeSaudePublica,,1585876875593,,,,,,
repo.add_member,chicaothiago,mauricioholanda1,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1585881674995,,,,,,
hook.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586102416445,198377115,"[""push"", ""pull_request"", ""issue_comment"", ""issues""]",,,,
hook.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1586102387514,198377011,"[""push"", ""pull_request"", ""issue_comment"", ""issues""]",,,,
repo.pages_source,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-dados-autoinsert,1585950762278,,,,,,
org.update_member,uira,chicaothiago,EscolaDeSaudePublica,,1585785420316,,,,,,
integration_installation.repositories_added,chicaothiago,,EscolaDeSaudePublica,,1586112513713,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586876472838,,,,,,
project.close,camilaccolares,,EscolaDeSaudePublica,,1586175743880,,,,,,
repo.add_member,chicaothiago,denisousa,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586206764700,,,,,,
project.create,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/Susi,1586952270081,,,,,,
repo.rename,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-api,1587738090402,,,,,,
team.add_repository,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSUS,1587737314094,,,,,,EscolaDeSaudePublica/nutic
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587752201665,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores,1585854856843,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1585876817878,,,,,,
repo.rename,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1585876366870,,,,,,
integration_installation.repositories_added,chicaothiago,,EscolaDeSaudePublica,,1585950762468,,,,,,
project.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586093663298,,,,,,
repo.pages_destroy,,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-mobile,1586353152942,,,,,,
org.add_member,victorMagalhaesPacheco,jacsonp,EscolaDeSaudePublica,,1586371334734,,,,,,
repo.pages_create,,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-mobile,1586291787986,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1586291788154,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587764745178,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587587839562,,,,,,
org.add_member,uira,wforte88,EscolaDeSaudePublica,,1587609614022,,,,,,
repo.pages_create,,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1585943119773,,,,,,
repo.pages_https_redirect_enabled,,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1585943119824,,,,,,
project.rename,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/RPES,1586175771385,,,,,,
repo.add_member,EscolaDeSaudePublica,ItaloRod,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-mobile,1586286949648,,,,,,
repo.add_member,chicaothiago,denisousa,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1586206745478,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587644827666,,,,,,
org.invite_member,uira,cleyton1708,EscolaDeSaudePublica,,1587609038246,,,,,,
team.add_member,uira,wforte88,EscolaDeSaudePublica,,1587609614223,,,,,,EscolaDeSaudePublica/operativa-comite-digital
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1585943119944,,,,,,
repo.add_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1586027356983,,,,,,
repo.pages_create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586112513419,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/callcenter-api,1586444047970,,,,,,
issue_comment.update,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586358184021,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586890591155,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1586885725345,,,,,,
issue_comment.update,Albuquerquess,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1587567765701,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587659229276,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1585841773668,,,,,,
project.create,uira,,EscolaDeSaudePublica,,1585841773239,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585941528937,,,,,,
repo.add_member,EscolaDeSaudePublica,victorMagalhaesPacheco,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-graphics,1585749150884,,,,,,
repo.add_member,EscolaDeSaudePublica,ItaloRod,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-graphics,1585749151056,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586126361799,,,,,,
